location,reef,lat,lon,specimen_boxID,specimen_boxInternalID,specimen_notes,genotype,clone_group,diseaseResistance_H,diseaseResistance_D,diseaseResistance_categorical,fds_H1,fds_H3,fds_H4,fds_H5,fds_D1,fds_D2,fds_D3,fds_D4,fds_D5,wgs_reads,wgs_pctMissing,mRNA_T3_D1,mRNA_T7_D1,mRNA_T3_D2,mRNA_T7_D2,mRNA_T3_D4,mRNA_T7_D4,mRNA_T3_H1,mRNA_T7_H1,mRNA_T3_H4,mRNA_T7_H4,mRNA_T3_H5,mRNA_T7_H5,miRNA_T3_D1,miRNA_T7_D1,miRNA_T3_D2,miRNA_T7_D2,miRNA_T3_D4,miRNA_T7_D4,miRNA_T3_H1,miRNA_T7_H1,miRNA_T3_H4,miRNA_T7_H4,miRNA_T3_H5,miRNA_T7_H5,16s_T0_D,16s_T0_H,16s_T0,16s_T3_D1,16s_T3_D2,16s_T3_D4,16s_T3_H1,16s_T3_H3,16s_T3_H4,16s_T3_H5,16s_T7_D1,16s_T7_D2,16s_T7_D3,16s_T7_D4,16s_T7_D5,16s_T7_H1,16s_T7_H3,16s_T7_H4,16s_T7_H5,rad_ID,rad_sampleName,thermal_tolerance,vanWoesik_corals,vanWoesik_pctSurvival,vanWoesik_minWeeks,vanWoesik_maxWeeks,crf_corals,crf_pctSurvival,crf_minWeeks,crf_maxWeeks,cunning_ID,vanWoesik_ID,vollmer_ID
Florida,NA,NA,NA,NA,NA,NA,FWC_FM9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.98814882732194,NA,NA,NA,NA,NA,NA,NA,NA,FWC_FM9,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.16293903123774,NA,NA,NA,NA,NA,NA,NA,NA,FWC_K1,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.85804636366186,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML1,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.11786783414834,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML3,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.25565950091789,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML31,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.24987273645915,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML34,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.9260610668331,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML41,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.61552530846555,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML5,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21246143945398,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML50,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.36758505897603,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML57,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.51288996589332,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML63,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.5431528718827,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML7,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_ML75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.3230831649283,NA,NA,NA,NA,NA,NA,NA,NA,FWC_ML75,NA,NA
Florida,NA,NA,NA,NA,NA,NA,FWC_TDT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.14728335930994,NA,NA,NA,NA,NA,NA,NA,NA,FWC_TDT2,NA,NA
Florida,Upper Keys-Live Rock Farm,24.9822,-80.4363,3,6,NA,K1,clone_3,0.8177573762249534,0.6367881518843654,R,H,D,H,H,H,H,H,H,D,13068245,0.17161704037227263,NA,NA,NA,NA,19024830,18342241,NA,NA,NA,NA,29325128,16524876,NA,NA,NA,NA,7588660,6746890,NA,NA,NA,NA,5873240,9536589,NA,NA,12089,NA,NA,37843,NA,NA,NA,36195,NA,6201,NA,10619,NA,NA,NA,NA,3775,CRF_K1,AC-CRF-TV_86,296.87318853530576,86,0.5813953488372093,4,45,1568,0.9311224489795918,5,58,CRF_K1,CRF_K1,CRF_K1
Florida,Upper Keys-Live Rock Farm,24.9822,-80.4363,3,7,NA,K2,clone_3,0.6904411296223212,0.4356333398942291,NA,H,D,D,D,D,H,D,H,D,66998605,0.01254280079341735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34376,NA,NA,NA,19862,NA,NA,7460,NA,NA,NA,NA,NA,14175,NA,NA,CRF_K2,AC-CRF-TV_87,123.40079697367982,44,0.8181818181818182,4,43,1463,0.9419002050580998,5,61,CRF_K2,CRF_K2,CRF_K2
Florida,NA,NA,NA,3,8,NA,K3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.8888888888888888,4,39,NA,NA,NA,NA,NA,CRF_K3,NA
Florida,Lower Keys-Key West Patch Reef,24.473233,-81.7641,3,11,NA,KW13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRF_KW13,AC-CRF-TV_91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,Lower Keys-Key West Patch Reef,24.5005,-81.7416833,3,10,NA,KW15,clone_5,0.8028008004620453,0.610958320744247,NA,H,D,H,H,H,H,H,D,D,49769810,0.03434905084055479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33341,NA,NA,5440,NA,NA,NA,NA,3861,NA,NA,NA,23827,NA,CRF_KW15,AC-CRF-TV_90,540.4459140040993,11,0.7272727272727273,4,43,1398,0.8004291845493562,5,55,CRF_KW15,CRF_KW15,CRF_KW15
Florida,NA,NA,NA,NA,NA,NA,KW16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.3671910012741,NA,NA,NA,NA,1314,0.898021308980213,5,63,CRF_KW16,NA,NA
Florida,Lower Keys-Key West Patch Reef,24.499083,-81.75905,3,12,NA,KW5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRF_KW5,AC-CRF-TV_92,140.09485435728828,NA,NA,NA,NA,1306,0.9494640122511485,5,56,CRF_KW5,NA,NA
Florida,Middle Keys-East Turtle Shoal,24.721683,-80.9277833,2,80,NA,M1,clone_7,0.21077999043948228,0.03042154565820803,S,H,D,D,H,D,D,D,D,D,1724636,0.9998232346086838,NA,NA,12755121,13710229,NA,NA,NA,NA,NA,NA,19563459,14415026,NA,NA,8198192,3706958,NA,NA,NA,NA,NA,NA,2912154,7321539,NA,NA,7523,NA,32971,NA,NA,NA,NA,15436,12746,18131,NA,15084,30595,NA,NA,NA,8290,CRF_M1,AC-CRF-TV_79,90.24458438155062,25,0.64,4,43,1280,0.9546875,5,58,CRF_M1,CRF_M1,CRF_M1
Florida,Middle Keys-West Turtle Shoal,24.692317,-80.97575,3,5,NA,M10,clone_6,0.6084555168031996,0.3280738800080762,NA,H,D,H,H,D,D,D,H,D,43653922,0.0373969575612221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6248,NA,36473,NA,NA,NA,16794,NA,NA,16825,NA,NA,NA,NA,NA,19589,NA,CRF_M10,AC-CRF-TV_85,159.60983479685393,18,1,4,43,1422,0.9360056258790436,5,56,CRF_M10,CRF_M10,CRF_M10
Florida,Middle Keys-East Turtle Shoal,24.72015,-80.92875,2,81,NA,M2,clone_9,0.6084555168031998,0.3280738800080762,NA,D,D,H,H,D,H,H,H,D,60767065,0.02761829611361253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8809,NA,NA,NA,NA,NA,28011,8908,NA,NA,NA,NA,NA,NA,NA,8395,CRF_M2,AC-CRF-TV_80,74.14443907517528,14,0.7857142857142857,4,43,1471,0.8953093133922502,5,58,CRF_M2,CRF_M2,CRF_M2
Florida,NA,NA,NA,NA,NA,NA,M20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,28,28,1260,0.9317460317460318,5,63,NA,CRF_M20,NA
Florida,Middle Keys-East Turtle Shoal,24.71335,-80.9447833,3,1,NA,M3,clone_9,0.6574385176270734,0.3903047418355598,NA,H,D,D,H,D,H,D,H,D,38630686,0.0392857546892323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34717,NA,NA,NA,NA,NA,21845,8856,NA,NA,NA,NA,NA,NA,22597,8417,CRF_M3,AC-CRF-TV_81,NA,29,0.8620689655172413,4,50,1327,0.9163526752072344,5,58,NA,CRF_M3,CRF_M3
Florida,Middle Keys-East Turtle Shoal,24.711783,-80.9459667,3,2,NA,M5,clone_10,0.8177573762249534,0.6367881518843654,R,H,D,H,H,H,H,H,H,D,68889289,0.0300944257151692,18835899,21887525,NA,NA,NA,NA,NA,NA,NA,NA,17089767,33788523,4255576,3379515,NA,NA,NA,NA,NA,NA,NA,NA,4495446,5196295,NA,NA,28089,3983,NA,NA,NA,NA,NA,15690,17586,8129,NA,NA,NA,NA,NA,NA,7746,CRF_M5,AC-CRF-TV_82,NA,60,0.75,4,48,1575,0.9346031746031747,6,62,NA,CRF_M5,CRF_M5
Florida,Middle Keys-East Turtle Shoal,24.710817,-80.948,3,3,NA,M6,clone_11,0.6739288808587626,0.4126090663756678,NA,H,D,H,D,D,D,D,H,D,54196383,0.02877363471125491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20694,NA,8,NA,338,NA,NA,NA,NA,8928,NA,NA,NA,6675,NA,NA,NA,CRF_M6,AC-CRF-TV_83,NA,17,0.8235294117647058,4,50,1451,0.9104066161268091,5,58,NA,CRF_M6,CRF_M6
Florida,Middle Keys-East Turtle Shoal,24.71845,-80.9307833,3,4,NA,M7,clone_98,0.6574385176270734,0.3903047418355598,NA,H,D,H,D,H,D,D,H,D,11391191,0.24826015717507224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3879,NA,40540,NA,NA,60964,NA,20641,NA,NA,NA,5774,NA,NA,5163,CRF_M7,AC-CRF-TV_84,NA,17,0.9411764705882353,4,50,1424,0.9023876404494382,6,58,RR_M7?,CRF_M7,CRF_M7
Florida,NA,NA,NA,NA,NA,NA,ML56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.31247172643148,NA,NA,NA,NA,NA,NA,NA,NA,CRF_ML56,NA,NA
Florida,NA,NA,NA,NA,NA,NA,ML57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.4812439835476,NA,NA,NA,NA,NA,NA,NA,NA,CRF_ML57,NA,NA
Florida,NA,NA,NA,NA,NA,NA,ML7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.7992633481749,NA,NA,NA,NA,NA,NA,NA,NA,CRF_ML7,NA,NA
Florida,NA,NA,NA,NA,NA,NA,MML_ML90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.544303047283355,NA,NA,NA,NA,NA,NA,NA,NA,MML_ML90,NA,NA
Florida,Lower Keys-MOTE,24.56937,-81.33028,1,15,NA,MOTE_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_1,AC-MOTE_1,105.93712897155451,823,0.7630619684082625,4,140,NA,NA,NA,NA,MML_ML1,MOTE_1,NA
Florida,Lower Keys-MOTE,24.61515,-81.37917,1,24,NA,MOTE_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_10,AC-MOTE_10,174.7934704089018,15,0.7333333333333333,9,41,NA,NA,NA,NA,MML_ML10,MOTE_10,NA
Florida,Lower Keys-MOTE,24.59592,-81.37162,1,25,NA,MOTE_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_13,AC-MOTE_11,135.49770696309463,218,0.6880733944954128,4,99,NA,NA,NA,NA,MML_ML13,MOTE_13,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_1X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,45,45,NA,NA,NA,NA,NA,MOTE_1X,NA
Florida,Lower Keys-MOTE,24.56832,-81.33357,1,16,NA,MOTE_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_2,AC-MOTE_2,NA,50,0,4,102,NA,NA,NA,NA,NA,MOTE_2,NA
Florida,Lower Keys-MOTE,24.62167,-81.36313,1,26,NA,MOTE_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_20,AC-MOTE_12,88.58280263783294,80,0.95,4,41,NA,NA,NA,NA,MML_ML20,MOTE_20,NA
Florida,Lower Keys-MOTE,24.52171667,-81.57675,1,27,NA,MOTE_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_29,AC-MOTE_13,221.1424982018431,5,1,39,39,NA,NA,NA,NA,MML_ML29,MOTE_29,NA
Florida,Lower Keys-MOTE,24.56307,-81.401,1,17,NA,MOTE_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_3,AC-MOTE_3,596.8359347643976,671,0.7570789865871833,4,140,NA,NA,NA,NA,MML_ML3,MOTE_3,NA
Florida,Lower Keys-MOTE,24.5477,-81.45696,1,28,NA,MOTE_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_31,AC-MOTE_14,119.30654706510563,983,0.7466937945066124,3,99,NA,NA,NA,NA,MML_ML31,MOTE_31,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_31X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0.9090909090909091,9,45,NA,NA,NA,NA,NA,MOTE_31X,NA
Florida,Lower Keys-MOTE,24.53865,-81.44358,1,29,NA,MOTE_34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_34,AC-MOTE_15,81.77308804977903,982,0.790224032586558,3,99,NA,NA,NA,NA,MML_ML34,MOTE_34,NA
Florida,Lower Keys-MOTE,24.5615,-81.40788,1,30,NA,MOTE_36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_36,AC-MOTE_16,149.81326120400706,30,1,7,39,NA,NA,NA,NA,MML_ML36,MOTE_36,NA
Florida,Lower Keys-MOTE,24.56306,-81.40063,1,31,NA,MOTE_38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_38,AC-MOTE_17,178.0489436067696,112,0.9107142857142857,7,98,NA,NA,NA,NA,MML_ML38,MOTE_38,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_38X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.6,45,45,NA,NA,NA,NA,NA,MOTE_38X,NA
Florida,Lower Keys-MOTE,24.56935,-81.38168,1,18,NA,MOTE_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_4,AC-MOTE_4,355.17024778550615,218,0.7339449541284404,4,140,NA,NA,NA,NA,MML_ML4,MOTE_4,NA
