location,reef,lat,lon,specimen_boxID,specimen_boxInternalID,specimen_notes,genotype,clone_group,diseaseResistance_H,diseaseResistance_D,diseaseResistance_categorical,fds_H1,fds_H3,fds_H4,fds_H5,fds_D1,fds_D2,fds_D3,fds_D4,fds_D5,wgs_reads,wgs_pctMissing,mRNA_T3_D1,mRNA_T7_D1,mRNA_T3_D2,mRNA_T7_D2,mRNA_T3_D4,mRNA_T7_D4,mRNA_T3_H1,mRNA_T7_H1,mRNA_T3_H4,mRNA_T7_H4,mRNA_T3_H5,mRNA_T7_H5,miRNA_T3_D1,miRNA_T7_D1,miRNA_T3_D2,miRNA_T7_D2,miRNA_T3_D4,miRNA_T7_D4,miRNA_T3_H1,miRNA_T7_H1,miRNA_T3_H4,miRNA_T7_H4,miRNA_T3_H5,miRNA_T7_H5,16s_T0_D,16s_T0_H,16s_T0,16s_T3_D1,16s_T3_D2,16s_T3_D4,16s_T3_H1,16s_T3_H3,16s_T3_H4,16s_T3_H5,16s_T7_D1,16s_T7_D2,16s_T7_D3,16s_T7_D4,16s_T7_D5,16s_T7_H1,16s_T7_H3,16s_T7_H4,16s_T7_H5,rad_ID,rad_sampleName,thermal_tolerance,vanWoesik_corals,vanWoesik_pctSurvival,vanWoesik_minWeeks,vanWoesik_maxWeeks,crf_corals,crf_pctSurvival,crf_minWeeks,crf_maxWeeks,cunning_ID,vanWoesik_ID,vollmer_ID
Florida,Lower Keys-MOTE,24.5532,-81.43758333,1,32,NA,MOTE_41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_41,AC-MOTE_18,257.5293531407111,903,0.805094130675526,4,99,NA,NA,NA,NA,MML_ML41,MOTE_41,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.9418604651162791,4,41,NA,NA,NA,NA,NA,MOTE_42,NA
Florida,Lower Keys-MOTE,24.5686,-81.3265,1,34,NA,MOTE_43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_43,AC-MOTE_20,NA,35,1,7,39,NA,NA,NA,NA,NA,MOTE_43,NA
Florida,Lower Keys-MOTE,24.5686,-81.3265,1,35,NA,MOTE_44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_44,AC-MOTE_21,136.67485873554608,118,0.7966101694915254,5,99,NA,NA,NA,NA,MML_ML44,MOTE_44,NA
Florida,Lower Keys-MOTE,24.5608,-81.50143333,NA,NA,NA,MOTE_46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_46,AC-MOTE_22,162.1239498001584,NA,NA,NA,NA,NA,NA,NA,NA,MML_ML46,NA,NA
Florida,Lower Keys-MOTE,24.54835,-81.5332,1,37,NA,MOTE_47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_47,AC-MOTE_23,NA,200,0.785,5,98,NA,NA,NA,NA,NA,MOTE_47,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_47X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.8,45,45,NA,NA,NA,NA,NA,MOTE_47X,NA
Florida,Lower Keys-MOTE,24.5215,-81.5769,1,38,NA,MOTE_48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_48,AC-MOTE_24,220.9005521134147,234,0.7692307692307693,5,44,NA,NA,NA,NA,MML_ML48,MOTE_48,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_48X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,45,45,NA,NA,NA,NA,NA,MOTE_48X,NA
Florida,Lower Keys-MOTE,24.52257,-81.51978,1,19,NA,MOTE_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_5,AC-MOTE_5,102.44972507606548,460,0.6978260869565217,4,99,NA,NA,NA,NA,MML_ML5,MOTE_5,NA
Florida,Lower Keys-MOTE,24.54854167,-81.53308333,1,39,NA,MOTE_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_50,AC-MOTE_25,218.44639198577792,1378,0.8534107402031931,3,99,NA,NA,NA,NA,MML_ML50,MOTE_50,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_50X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,45,45,NA,NA,NA,NA,NA,MOTE_50X,NA
Florida,Lower Keys-MOTE,24.52735,-81.49895,1,40,NA,MOTE_51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_51,AC-MOTE_26,107.82525831627972,145,0.6551724137931034,5,44,NA,NA,NA,NA,MML_ML51,MOTE_51,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_53X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,45,45,NA,NA,NA,NA,NA,MOTE_53X,NA
Florida,Lower Keys-MOTE,24.55903333,-81.41293333,1,41,NA,MOTE_54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_54,AC-MOTE_27,115.59427218806444,252,0.6587301587301587,5,99,NA,NA,NA,NA,MML_ML54,MOTE_54,NA
Florida,Lower Keys-MOTE,24.55913333,-81.41338333,1,42,NA,MOTE_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_55,AC-MOTE_28,258.14654200783446,6,0.3333333333333333,7,39,NA,NA,NA,NA,MML_ML55,MOTE_55,NA
Florida,Lower Keys-MOTE,24.55911667,-81.41356667,1,43,NA,MOTE_56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_56,AC-MOTE_29,232.91166854721791,563,0.6998223801065719,5,99,NA,NA,NA,NA,MML_ML56,MOTE_56,NA
Florida,Lower Keys-MOTE,24.55948333,-81.41321667,1,44,NA,MOTE_57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_57,AC-MOTE_30,158.7987812827606,515,0.7436893203883496,5,99,NA,NA,NA,NA,MML_ML57,MOTE_57,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_57X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.95,45,45,NA,NA,NA,NA,NA,MOTE_57X,NA
Florida,Lower Keys-MOTE,24.52328333,-81.53571667,1,45,NA,MOTE_58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_58,AC-MOTE_31,213.43883640629412,192,0.6041666666666666,6,99,NA,NA,NA,NA,MML_ML58,MOTE_58,NA
Florida,Lower Keys-MOTE,24.52298,-81.52043,1,20,NA,MOTE_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_6,AC-MOTE_6,70.4373929133018,60,1,4,39,NA,NA,NA,NA,MML_ML6,MOTE_6,NA
Florida,Lower Keys-MOTE,24.573,-81.33149,1,46,NA,MOTE_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_60,AC-MOTE_32,NA,6,0.8333333333333334,7,39,NA,NA,NA,NA,NA,MOTE_60,NA
Florida,Lower Keys-MOTE,24.52983,-81.64069,1,47,NA,MOTE_62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_62,AC-MOTE_33,480.0600421078764,764,0.9201570680628273,3,45,NA,NA,NA,NA,MML_ML62,MOTE_62,NA
Florida,Lower Keys-MOTE,24.52983,-81.64069,1,48,NA,MOTE_63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_63,AC-MOTE_34,266.1589072057882,875,0.8354285714285714,3,45,NA,NA,NA,NA,MML_ML63,MOTE_63,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,38,38,NA,NA,NA,NA,NA,MOTE_68,NA
Florida,Lower Keys-MOTE,24.55717,-81.51013,1,49,NA,MOTE_69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_69,AC-MOTE_35,NA,75,0.18666666666666668,9,44,NA,NA,NA,NA,NA,MOTE_69,NA
Florida,Lower Keys-MOTE,24.56038,-81.50137,1,21,NA,MOTE_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_7,AC-MOTE_7,163.31605022325715,1723,0.8131166569936158,3,140,NA,NA,NA,NA,MML_ML7,MOTE_7,NA
Florida,Lower Keys-MOTE,24.55717,-81.51013,1,50,NA,MOTE_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_70,AC-MOTE_36,335.2386824253732,181,0.6906077348066298,5,44,NA,NA,NA,NA,MML_ML70,MOTE_70,NA
Florida,Lower Keys-MOTE,24.5401,-81.44882,1,51,NA,MOTE_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_75,AC-MOTE_37,209.2409374379263,210,0.7904761904761904,5,44,NA,NA,NA,NA,MML_ML75,MOTE_75,NA
Florida,Lower Keys-MOTE,24.52658,-81.50102,1,52,NA,MOTE_76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_76,AC-MOTE_38,130.5404950914101,57,0.7543859649122807,6,42,NA,NA,NA,NA,MML_ML76,MOTE_76,NA
Florida,Lower Keys-MOTE,24.52999,-81.48959,1,53,NA,MOTE_77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_77,AC-MOTE_39,170.72863451339953,65,0.8923076923076924,6,42,NA,NA,NA,NA,MML_ML77,MOTE_77,NA
Florida,Lower Keys-MOTE,24.52999,-81.48959,1,54,NA,MOTE_78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_78,AC-MOTE_40,229.2832214106288,55,0.7090909090909091,6,42,NA,NA,NA,NA,MML_ML78,MOTE_78,NA
Florida,Lower Keys-MOTE,24.5264,-81.50517,1,55,NA,MOTE_79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_79,AC-MOTE_41,227.46445269880016,55,0.7818181818181819,6,42,NA,NA,NA,NA,MML_ML79,MOTE_79,NA
Florida,Lower Keys-MOTE,24.58353,-81.43298,1,22,NA,MOTE_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_8,AC-MOTE_8,146.65303844906376,181,0.9060773480662984,4,44,NA,NA,NA,NA,MML_ML8,MOTE_8,NA
Florida,Lower Keys-MOTE,24.5264,-81.50517,1,56,NA,MOTE_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_80,AC-MOTE_42,138.75417613978166,60,0.7166666666666667,6,42,NA,NA,NA,NA,MML_ML80,MOTE_80,NA
Florida,Lower Keys-MOTE,24.52815,-81.49558,1,57,NA,MOTE_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_81,AC-MOTE_43,NA,55,0.5272727272727272,6,42,NA,NA,NA,NA,NA,MOTE_81,NA
Florida,Lower Keys-MOTE,24.52762,-81.49719,1,58,NA,MOTE_82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_82,AC-MOTE_44,NA,55,0.5272727272727272,6,42,NA,NA,NA,NA,NA,MOTE_82,NA
Florida,Lower Keys-MOTE,24.52762,-81.49719,1,59,NA,MOTE_83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_83,AC-MOTE_45,NA,55,0.6727272727272727,6,42,NA,NA,NA,NA,NA,MOTE_83,NA
Florida,Lower Keys-MOTE,24.54129,-81.44031,1,60,NA,MOTE_84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_84,AC-MOTE_46,134.15744018499083,70,0.7142857142857143,6,42,NA,NA,NA,NA,MML_ML84,MOTE_84,NA
Florida,Lower Keys-MOTE,24.54129,-81.44031,1,61,NA,MOTE_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_85,AC-MOTE_47,NA,31,0.9032258064516129,6,39,NA,NA,NA,NA,NA,MOTE_85,NA
Florida,Lower Keys-MOTE,24.50943,-81.62402,1,62,NA,MOTE_86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_86,AC-MOTE_48,NA,46,0.7391304347826086,6,42,NA,NA,NA,NA,NA,MOTE_86,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0.7647058823529411,6,42,NA,NA,NA,NA,NA,MOTE_87,NA
Florida,Lower Keys-MOTE,24.51766,-81.5441,1,64,NA,MOTE_88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_88,AC-MOTE_50,168.04399175025526,30,1,6,39,NA,NA,NA,NA,MML_ML88,MOTE_88,NA
Florida,Lower Keys-MOTE,24.51766,-81.5441,1,65,NA,MOTE_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_89,AC-MOTE_51,112.3348289856056,25,0.56,9,42,NA,NA,NA,NA,MML_ML89,MOTE_89,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_8X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.9,45,45,NA,NA,NA,NA,NA,MOTE_8X,NA
Florida,Lower Keys-MOTE,24.6144,-81.37895,1,23,NA,MOTE_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOTE_9,AC-MOTE_9,NA,60,0.9333333333333333,4,39,NA,NA,NA,NA,NA,MOTE_9,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0.6181818181818182,14,56,NA,NA,NA,NA,NA,MOTE_?,NA
Florida,NA,NA,NA,NA,NA,NA,MOTE_F13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.9090909090909091,7,39,NA,NA,NA,NA,NA,MOTE_F13,NA
