asv_id,sample_id,log2_cpm,exposure
ASV_56,T0_H_HOMO_4,5.2741049642317686,H
ASV_56,T0_H_HOMO_5,9.528320681139943,H
ASV_58,T0_D_HOMO_1,5.274104964231766,D
ASV_58,T0_D_HOMO_2,5.2741049642317686,D
ASV_58,T0_D_HOMO_3,5.274104964231766,D
ASV_58,T0_D_HOMO_4,10.163973456142518,D
ASV_58,T0_D_HOMO_5,5.2741049642317686,D
ASV_58,T0_H_HOMO_1,5.2741049642317686,H
ASV_58,T0_H_HOMO_2,5.274104964231766,H
ASV_58,T0_H_HOMO_3,5.2741049642317686,H
ASV_58,T0_H_HOMO_4,5.2741049642317686,H
ASV_58,T0_H_HOMO_5,5.2741049642317686,H
ASV_60,T0_D_HOMO_1,9.79745866444274,D
ASV_60,T0_D_HOMO_2,8.752494982579211,D
ASV_60,T0_D_HOMO_3,9.6432643953026,D
ASV_60,T0_D_HOMO_4,10.566794225858938,D
ASV_60,T0_D_HOMO_5,10.34919343423235,D
ASV_60,T0_H_HOMO_1,9.440145744631288,H
ASV_60,T0_H_HOMO_2,7.858397715995454,H
ASV_60,T0_H_HOMO_3,5.2741049642317686,H
ASV_60,T0_H_HOMO_4,5.2741049642317686,H
ASV_60,T0_H_HOMO_5,5.2741049642317686,H
ASV_61,T0_D_HOMO_1,5.274104964231766,D
ASV_61,T0_D_HOMO_2,5.2741049642317686,D
ASV_61,T0_D_HOMO_3,5.274104964231766,D
ASV_61,T0_D_HOMO_4,5.2741049642317686,D
ASV_61,T0_D_HOMO_5,9.640481188604285,D
ASV_61,T0_H_HOMO_1,5.2741049642317686,H
ASV_61,T0_H_HOMO_2,5.274104964231766,H
ASV_61,T0_H_HOMO_3,5.2741049642317686,H
ASV_61,T0_H_HOMO_4,5.2741049642317686,H
ASV_61,T0_H_HOMO_5,5.2741049642317686,H
ASV_63,T0_D_HOMO_1,13.532453986371367,D
ASV_63,T0_D_HOMO_2,11.634540111620234,D
ASV_63,T0_D_HOMO_3,11.272524435547973,D
ASV_63,T0_D_HOMO_4,12.002611761026525,D
ASV_63,T0_D_HOMO_5,11.905338209495484,D
ASV_63,T0_H_HOMO_1,5.2741049642317686,H
ASV_63,T0_H_HOMO_2,5.274104964231766,H
ASV_63,T0_H_HOMO_3,5.2741049642317686,H
ASV_63,T0_H_HOMO_4,5.2741049642317686,H
ASV_63,T0_H_HOMO_5,5.2741049642317686,H
ASV_64,T0_D_HOMO_1,10.47356551119601,D
ASV_64,T0_D_HOMO_2,10.651992835958325,D
ASV_64,T0_D_HOMO_3,13.36360998363784,D
ASV_64,T0_D_HOMO_4,5.2741049642317686,D
ASV_64,T0_D_HOMO_5,5.2741049642317686,D
ASV_64,T0_H_HOMO_1,5.2741049642317686,H
ASV_64,T0_H_HOMO_2,5.274104964231766,H
ASV_64,T0_H_HOMO_3,5.2741049642317686,H
ASV_64,T0_H_HOMO_4,5.2741049642317686,H
ASV_64,T0_H_HOMO_5,5.2741049642317686,H
ASV_65,T0_D_HOMO_1,12.103611890771829,D
ASV_65,T0_D_HOMO_2,10.395880829163561,D
ASV_65,T0_D_HOMO_3,12.544556252188213,D
ASV_65,T0_D_HOMO_4,11.716125269398104,D
ASV_65,T0_D_HOMO_5,11.178042624155841,D
ASV_65,T0_H_HOMO_1,5.2741049642317686,H
ASV_65,T0_H_HOMO_2,5.274104964231766,H
ASV_65,T0_H_HOMO_3,5.2741049642317686,H
ASV_65,T0_H_HOMO_4,5.2741049642317686,H
ASV_65,T0_H_HOMO_5,5.2741049642317686,H
ASV_66,T0_D_HOMO_1,5.274104964231766,D
ASV_66,T0_D_HOMO_2,5.2741049642317686,D
ASV_66,T0_D_HOMO_3,7.576605417311576,D
ASV_66,T0_D_HOMO_4,5.2741049642317686,D
ASV_66,T0_D_HOMO_5,9.640481188604285,D
ASV_66,T0_H_HOMO_1,5.2741049642317686,H
ASV_66,T0_H_HOMO_2,5.274104964231766,H
ASV_66,T0_H_HOMO_3,5.2741049642317686,H
ASV_66,T0_H_HOMO_4,5.2741049642317686,H
ASV_66,T0_H_HOMO_5,5.2741049642317686,H
ASV_67,T0_D_HOMO_1,11.248305294346299,D
ASV_67,T0_D_HOMO_2,9.436731874009933,D
ASV_67,T0_D_HOMO_3,10.742177405034692,D
ASV_67,T0_D_HOMO_4,11.13943566171446,D
ASV_67,T0_D_HOMO_5,10.34919343423235,D
ASV_67,T0_H_HOMO_1,5.2741049642317686,H
ASV_67,T0_H_HOMO_2,7.0808858347924595,H
ASV_67,T0_H_HOMO_3,5.2741049642317686,H
ASV_67,T0_H_HOMO_4,5.2741049642317686,H
ASV_67,T0_H_HOMO_5,11.470475560493426,H
ASV_68,T0_D_HOMO_1,5.274104964231766,D
ASV_68,T0_D_HOMO_2,5.2741049642317686,D
ASV_68,T0_D_HOMO_3,5.274104964231766,D
ASV_68,T0_D_HOMO_4,5.2741049642317686,D
ASV_68,T0_D_HOMO_5,5.2741049642317686,D
ASV_68,T0_H_HOMO_1,5.2741049642317686,H
ASV_68,T0_H_HOMO_2,5.274104964231766,H
ASV_68,T0_H_HOMO_3,5.2741049642317686,H
ASV_68,T0_H_HOMO_4,5.2741049642317686,H
ASV_68,T0_H_HOMO_5,5.2741049642317686,H
ASV_69,T0_D_HOMO_1,5.274104964231766,D
ASV_69,T0_D_HOMO_2,5.2741049642317686,D
ASV_69,T0_D_HOMO_3,5.274104964231766,D
ASV_69,T0_D_HOMO_4,5.2741049642317686,D
ASV_69,T0_D_HOMO_5,5.2741049642317686,D
ASV_69,T0_H_HOMO_1,5.2741049642317686,H
ASV_69,T0_H_HOMO_2,5.274104964231766,H
ASV_69,T0_H_HOMO_3,11.243898204316055,H
ASV_69,T0_H_HOMO_4,5.2741049642317686,H
ASV_69,T0_H_HOMO_5,5.2741049642317686,H
ASV_70,T0_D_HOMO_1,5.274104964231766,D
ASV_70,T0_D_HOMO_2,7.405640071026286,D
ASV_70,T0_D_HOMO_3,5.274104964231766,D
ASV_70,T0_D_HOMO_4,9.603138373681155,D
ASV_70,T0_D_HOMO_5,10.037925290556775,D
ASV_70,T0_H_HOMO_1,7.663093695361821,H
ASV_70,T0_H_HOMO_2,5.274104964231766,H
ASV_70,T0_H_HOMO_3,5.2741049642317686,H
ASV_70,T0_H_HOMO_4,9.210744563650637,H
ASV_70,T0_H_HOMO_5,12.629429240933138,H
ASV_71,T0_D_HOMO_1,5.274104964231766,D
ASV_71,T0_D_HOMO_2,8.230843700796814,D
ASV_71,T0_D_HOMO_3,7.576605417311576,D
ASV_71,T0_D_HOMO_4,5.2741049642317686,D
ASV_71,T0_D_HOMO_5,5.2741049642317686,D
ASV_71,T0_H_HOMO_1,15.333222315787106,H
ASV_71,T0_H_HOMO_2,15.244126930682587,H
ASV_71,T0_H_HOMO_3,14.585786111865172,H
ASV_71,T0_H_HOMO_4,15.384805063869313,H
ASV_71,T0_H_HOMO_5,15.037290377582924,H
ASV_72,T0_D_HOMO_1,5.274104964231766,D
ASV_72,T0_D_HOMO_2,5.2741049642317686,D
ASV_72,T0_D_HOMO_3,5.274104964231766,D
ASV_72,T0_D_HOMO_4,5.2741049642317686,D
ASV_72,T0_D_HOMO_5,5.2741049642317686,D
ASV_72,T0_H_HOMO_1,5.2741049642317686,H
ASV_72,T0_H_HOMO_2,5.274104964231766,H
ASV_72,T0_H_HOMO_3,5.2741049642317686,H
ASV_72,T0_H_HOMO_4,5.2741049642317686,H
ASV_72,T0_H_HOMO_5,5.2741049642317686,H
ASV_73,T0_D_HOMO_1,5.274104964231766,D
ASV_73,T0_D_HOMO_2,5.2741049642317686,D
ASV_73,T0_D_HOMO_3,5.274104964231766,D
ASV_73,T0_D_HOMO_4,5.2741049642317686,D
ASV_73,T0_D_HOMO_5,5.2741049642317686,D
ASV_73,T0_H_HOMO_1,9.159013224849131,H
ASV_73,T0_H_HOMO_2,8.360858649842816,H
ASV_73,T0_H_HOMO_3,8.736420583118424,H
ASV_73,T0_H_HOMO_4,5.2741049642317686,H
ASV_73,T0_H_HOMO_5,9.528320681139943,H
ASV_74,T0_D_HOMO_1,5.274104964231766,D
ASV_74,T0_D_HOMO_2,5.2741049642317686,D
ASV_74,T0_D_HOMO_3,5.274104964231766,D
ASV_74,T0_D_HOMO_4,8.673190145594603,D
ASV_74,T0_D_HOMO_5,5.2741049642317686,D
ASV_74,T0_H_HOMO_1,5.2741049642317686,H
ASV_74,T0_H_HOMO_2,9.482798050435594,H
ASV_74,T0_H_HOMO_3,5.2741049642317686,H
ASV_74,T0_H_HOMO_4,5.2741049642317686,H
ASV_74,T0_H_HOMO_5,9.528320681139943,H
ASV_75,T0_D_HOMO_1,5.274104964231766,D
ASV_75,T0_D_HOMO_2,5.2741049642317686,D
ASV_75,T0_D_HOMO_3,5.274104964231766,D
ASV_75,T0_D_HOMO_4,5.2741049642317686,D
ASV_75,T0_D_HOMO_5,5.2741049642317686,D
ASV_75,T0_H_HOMO_1,5.2741049642317686,H
ASV_75,T0_H_HOMO_2,5.274104964231766,H
ASV_75,T0_H_HOMO_3,5.2741049642317686,H
ASV_75,T0_H_HOMO_4,5.2741049642317686,H
ASV_75,T0_H_HOMO_5,9.528320681139943,H
ASV_76,T0_D_HOMO_1,6.521906431675582,D
ASV_76,T0_D_HOMO_2,5.2741049642317686,D
ASV_76,T0_D_HOMO_3,5.274104964231766,D
ASV_76,T0_D_HOMO_4,5.2741049642317686,D
ASV_76,T0_D_HOMO_5,5.2741049642317686,D
ASV_76,T0_H_HOMO_1,5.2741049642317686,H
ASV_76,T0_H_HOMO_2,5.274104964231766,H
ASV_76,T0_H_HOMO_3,5.2741049642317686,H
ASV_76,T0_H_HOMO_4,5.2741049642317686,H
ASV_76,T0_H_HOMO_5,5.2741049642317686,H
ASV_77,T0_D_HOMO_1,5.274104964231766,D
ASV_77,T0_D_HOMO_2,5.2741049642317686,D
ASV_77,T0_D_HOMO_3,5.274104964231766,D
ASV_77,T0_D_HOMO_4,5.2741049642317686,D
ASV_77,T0_D_HOMO_5,8.189037586426146,D
ASV_77,T0_H_HOMO_1,5.2741049642317686,H
ASV_77,T0_H_HOMO_2,5.274104964231766,H
ASV_77,T0_H_HOMO_3,5.2741049642317686,H
ASV_77,T0_H_HOMO_4,5.2741049642317686,H
ASV_77,T0_H_HOMO_5,5.2741049642317686,H
ASV_78,T0_D_HOMO_1,5.274104964231766,D
ASV_78,T0_D_HOMO_2,7.405640071026286,D
ASV_78,T0_D_HOMO_3,9.894616391369022,D
ASV_78,T0_D_HOMO_4,5.2741049642317686,D
ASV_78,T0_D_HOMO_5,5.2741049642317686,D
ASV_78,T0_H_HOMO_1,5.2741049642317686,H
ASV_78,T0_H_HOMO_2,5.274104964231766,H
ASV_78,T0_H_HOMO_3,5.2741049642317686,H
ASV_78,T0_H_HOMO_4,5.2741049642317686,H
ASV_78,T0_H_HOMO_5,5.2741049642317686,H
ASV_79,T0_D_HOMO_1,7.631481731179775,D
ASV_79,T0_D_HOMO_2,9.898957073851998,D
ASV_79,T0_D_HOMO_3,8.952104815138654,D
ASV_79,T0_D_HOMO_4,9.603138373681155,D
ASV_79,T0_D_HOMO_5,5.2741049642317686,D
ASV_79,T0_H_HOMO_1,5.2741049642317686,H
ASV_79,T0_H_HOMO_2,5.274104964231766,H
ASV_79,T0_H_HOMO_3,5.2741049642317686,H
ASV_79,T0_H_HOMO_4,5.2741049642317686,H
ASV_79,T0_H_HOMO_5,5.2741049642317686,H
ASV_80,T0_D_HOMO_1,11.081246051748316,D
ASV_80,T0_D_HOMO_2,9.13480356023074,D
ASV_80,T0_D_HOMO_3,11.08309959232216,D
ASV_80,T0_D_HOMO_4,9.603138373681155,D
ASV_80,T0_D_HOMO_5,11.997537718659894,D
ASV_80,T0_H_HOMO_1,5.2741049642317686,H
ASV_80,T0_H_HOMO_2,5.274104964231766,H
ASV_80,T0_H_HOMO_3,5.2741049642317686,H
ASV_80,T0_H_HOMO_4,5.2741049642317686,H
ASV_80,T0_H_HOMO_5,5.2741049642317686,H
ASV_81,T0_D_HOMO_1,5.274104964231766,D
ASV_81,T0_D_HOMO_2,8.230843700796814,D
ASV_81,T0_D_HOMO_3,9.338684432988966,D
ASV_81,T0_D_HOMO_4,9.603138373681155,D
ASV_81,T0_D_HOMO_5,10.605077194313848,D
ASV_81,T0_H_HOMO_1,5.2741049642317686,H
ASV_81,T0_H_HOMO_2,5.274104964231766,H
ASV_81,T0_H_HOMO_3,5.2741049642317686,H
ASV_81,T0_H_HOMO_4,5.2741049642317686,H
ASV_81,T0_H_HOMO_5,5.2741049642317686,H
ASV_83,T0_D_HOMO_1,8.858867887034027,D
ASV_83,T0_D_HOMO_2,5.2741049642317686,D
ASV_83,T0_D_HOMO_3,5.274104964231766,D
ASV_83,T0_D_HOMO_4,5.2741049642317686,D
ASV_83,T0_D_HOMO_5,5.2741049642317686,D
ASV_83,T0_H_HOMO_1,5.2741049642317686,H
ASV_83,T0_H_HOMO_2,5.274104964231766,H
ASV_83,T0_H_HOMO_3,5.2741049642317686,H
ASV_83,T0_H_HOMO_4,5.2741049642317686,H
ASV_83,T0_H_HOMO_5,5.2741049642317686,H
ASV_84,T0_D_HOMO_1,8.483364146302653,D
ASV_84,T0_D_HOMO_2,7.405640071026286,D
ASV_84,T0_D_HOMO_3,5.274104964231766,D
ASV_84,T0_D_HOMO_4,5.2741049642317686,D
ASV_84,T0_D_HOMO_5,5.2741049642317686,D
ASV_84,T0_H_HOMO_1,5.2741049642317686,H
ASV_84,T0_H_HOMO_2,5.274104964231766,H
ASV_84,T0_H_HOMO_3,5.2741049642317686,H
ASV_84,T0_H_HOMO_4,5.2741049642317686,H
ASV_84,T0_H_HOMO_5,5.2741049642317686,H
ASV_85,T0_D_HOMO_1,5.274104964231766,D
ASV_85,T0_D_HOMO_2,5.2741049642317686,D
ASV_85,T0_D_HOMO_3,5.274104964231766,D
ASV_85,T0_D_HOMO_4,5.2741049642317686,D
ASV_85,T0_D_HOMO_5,5.2741049642317686,D
ASV_85,T0_H_HOMO_1,5.2741049642317686,H
ASV_85,T0_H_HOMO_2,5.274104964231766,H
ASV_85,T0_H_HOMO_3,5.2741049642317686,H
ASV_85,T0_H_HOMO_4,5.2741049642317686,H
ASV_85,T0_H_HOMO_5,5.2741049642317686,H
ASV_88,T0_D_HOMO_1,8.251194814149288,D
ASV_88,T0_D_HOMO_2,5.2741049642317686,D
ASV_88,T0_D_HOMO_3,7.576605417311576,D
ASV_88,T0_D_HOMO_4,5.2741049642317686,D
ASV_88,T0_D_HOMO_5,5.2741049642317686,D
ASV_88,T0_H_HOMO_1,5.2741049642317686,H
ASV_88,T0_H_HOMO_2,5.274104964231766,H
ASV_88,T0_H_HOMO_3,5.2741049642317686,H
ASV_88,T0_H_HOMO_4,5.2741049642317686,H
ASV_88,T0_H_HOMO_5,5.2741049642317686,H
ASV_89,T0_D_HOMO_1,8.483364146302653,D
ASV_89,T0_D_HOMO_2,9.686277383189081,D
ASV_89,T0_D_HOMO_3,8.952104815138654,D
ASV_89,T0_D_HOMO_4,8.673190145594603,D
ASV_89,T0_D_HOMO_5,10.822340225032377,D
ASV_89,T0_H_HOMO_1,5.2741049642317686,H
ASV_89,T0_H_HOMO_2,9.273351474788779,H
ASV_89,T0_H_HOMO_3,5.2741049642317686,H
ASV_89,T0_H_HOMO_4,5.2741049642317686,H
ASV_89,T0_H_HOMO_5,5.2741049642317686,H
ASV_90,T0_D_HOMO_1,5.274104964231766,D
ASV_90,T0_D_HOMO_2,9.686277383189081,D
ASV_90,T0_D_HOMO_3,9.338684432988966,D
ASV_90,T0_D_HOMO_4,8.673190145594603,D
ASV_90,T0_D_HOMO_5,9.090074631596664,D
ASV_90,T0_H_HOMO_1,5.2741049642317686,H
ASV_90,T0_H_HOMO_2,5.274104964231766,H
ASV_90,T0_H_HOMO_3,5.2741049642317686,H
ASV_90,T0_H_HOMO_4,5.2741049642317686,H
ASV_90,T0_H_HOMO_5,5.2741049642317686,H
ASV_91,T0_D_HOMO_1,5.274104964231766,D
ASV_91,T0_D_HOMO_2,5.2741049642317686,D
ASV_91,T0_D_HOMO_3,7.576605417311576,D
ASV_91,T0_D_HOMO_4,5.2741049642317686,D
ASV_91,T0_D_HOMO_5,5.2741049642317686,D
ASV_91,T0_H_HOMO_1,5.2741049642317686,H
ASV_91,T0_H_HOMO_2,5.274104964231766,H
ASV_91,T0_H_HOMO_3,5.2741049642317686,H
ASV_91,T0_H_HOMO_4,5.2741049642317686,H
ASV_91,T0_H_HOMO_5,5.2741049642317686,H
ASV_92,T0_D_HOMO_1,5.274104964231766,D
ASV_92,T0_D_HOMO_2,5.2741049642317686,D
ASV_92,T0_D_HOMO_3,7.576605417311576,D
ASV_92,T0_D_HOMO_4,5.2741049642317686,D
ASV_92,T0_D_HOMO_5,5.2741049642317686,D
ASV_92,T0_H_HOMO_1,5.2741049642317686,H
ASV_92,T0_H_HOMO_2,5.274104964231766,H
ASV_92,T0_H_HOMO_3,5.2741049642317686,H
ASV_92,T0_H_HOMO_4,5.2741049642317686,H
ASV_92,T0_H_HOMO_5,5.2741049642317686,H
ASV_93,T0_D_HOMO_1,6.521906431675582,D
ASV_93,T0_D_HOMO_2,7.405640071026286,D
ASV_93,T0_D_HOMO_3,5.274104964231766,D
ASV_93,T0_D_HOMO_4,5.2741049642317686,D
ASV_93,T0_D_HOMO_5,5.2741049642317686,D
ASV_93,T0_H_HOMO_1,5.2741049642317686,H
ASV_93,T0_H_HOMO_2,7.858397715995454,H
ASV_93,T0_H_HOMO_3,5.2741049642317686,H
ASV_93,T0_H_HOMO_4,5.2741049642317686,H
ASV_93,T0_H_HOMO_5,5.2741049642317686,H
ASV_94,T0_D_HOMO_1,5.274104964231766,D
ASV_94,T0_D_HOMO_2,5.2741049642317686,D
ASV_94,T0_D_HOMO_3,5.274104964231766,D
ASV_94,T0_D_HOMO_4,8.673190145594603,D
ASV_94,T0_D_HOMO_5,5.2741049642317686,D
ASV_94,T0_H_HOMO_1,5.2741049642317686,H
ASV_94,T0_H_HOMO_2,7.0808858347924595,H
ASV_94,T0_H_HOMO_3,5.2741049642317686,H
ASV_94,T0_H_HOMO_4,5.2741049642317686,H
ASV_94,T0_H_HOMO_5,5.2741049642317686,H
ASV_95,T0_D_HOMO_1,5.274104964231766,D
ASV_95,T0_D_HOMO_2,10.084274449720484,D
ASV_95,T0_D_HOMO_3,10.108605933711672,D
ASV_95,T0_D_HOMO_4,10.163973456142518,D
ASV_95,T0_D_HOMO_5,11.011126256308556,D
ASV_95,T0_H_HOMO_1,5.2741049642317686,H
ASV_95,T0_H_HOMO_2,5.274104964231766,H
ASV_95,T0_H_HOMO_3,5.2741049642317686,H
ASV_95,T0_H_HOMO_4,5.2741049642317686,H
ASV_95,T0_H_HOMO_5,5.2741049642317686,H
ASV_96,T0_D_HOMO_1,5.274104964231766,D
ASV_96,T0_D_HOMO_2,5.2741049642317686,D
ASV_96,T0_D_HOMO_3,5.274104964231766,D
ASV_96,T0_D_HOMO_4,5.2741049642317686,D
ASV_96,T0_D_HOMO_5,5.2741049642317686,D
ASV_96,T0_H_HOMO_1,5.2741049642317686,H
ASV_96,T0_H_HOMO_2,5.274104964231766,H
ASV_96,T0_H_HOMO_3,5.2741049642317686,H
ASV_96,T0_H_HOMO_4,9.328402611048926,H
ASV_96,T0_H_HOMO_5,5.2741049642317686,H
ASV_97,T0_D_HOMO_1,5.274104964231766,D
ASV_97,T0_D_HOMO_2,5.2741049642317686,D
ASV_97,T0_D_HOMO_3,5.274104964231766,D
ASV_97,T0_D_HOMO_4,5.2741049642317686,D
ASV_97,T0_D_HOMO_5,5.2741049642317686,D
ASV_97,T0_H_HOMO_1,5.2741049642317686,H
ASV_97,T0_H_HOMO_2,8.360858649842816,H
ASV_97,T0_H_HOMO_3,5.2741049642317686,H
ASV_97,T0_H_HOMO_4,5.2741049642317686,H
ASV_97,T0_H_HOMO_5,5.2741049642317686,H
ASV_99,T0_D_HOMO_1,5.274104964231766,D
ASV_99,T0_D_HOMO_2,9.13480356023074,D
ASV_99,T0_D_HOMO_3,8.952104815138654,D
ASV_99,T0_D_HOMO_4,11.716125269398104,D
ASV_99,T0_D_HOMO_5,11.806841713999699,D
ASV_99,T0_H_HOMO_1,5.2741049642317686,H
ASV_99,T0_H_HOMO_2,5.274104964231766,H
ASV_99,T0_H_HOMO_3,5.2741049642317686,H
ASV_99,T0_H_HOMO_4,5.2741049642317686,H
ASV_99,T0_H_HOMO_5,5.2741049642317686,H
ASV_100,T0_D_HOMO_1,7.180835899713946,D
ASV_100,T0_D_HOMO_2,5.2741049642317686,D
ASV_100,T0_D_HOMO_3,5.274104964231766,D
ASV_100,T0_D_HOMO_4,5.2741049642317686,D
ASV_100,T0_D_HOMO_5,5.2741049642317686,D
ASV_100,T0_H_HOMO_1,5.2741049642317686,H
ASV_100,T0_H_HOMO_2,5.274104964231766,H
ASV_100,T0_H_HOMO_3,5.2741049642317686,H
ASV_100,T0_H_HOMO_4,5.2741049642317686,H
ASV_100,T0_H_HOMO_5,5.2741049642317686,H
ASV_102,T0_D_HOMO_1,5.274104964231766,D
ASV_102,T0_D_HOMO_2,5.2741049642317686,D
ASV_102,T0_D_HOMO_3,5.274104964231766,D
ASV_102,T0_D_HOMO_4,5.2741049642317686,D
ASV_102,T0_D_HOMO_5,5.2741049642317686,D
ASV_102,T0_H_HOMO_1,5.2741049642317686,H
ASV_102,T0_H_HOMO_2,5.274104964231766,H
ASV_102,T0_H_HOMO_3,5.2741049642317686,H
ASV_102,T0_H_HOMO_4,5.2741049642317686,H
ASV_102,T0_H_HOMO_5,11.061981027519302,H
ASV_104,T0_D_HOMO_1,5.274104964231766,D
ASV_104,T0_D_HOMO_2,5.2741049642317686,D
ASV_104,T0_D_HOMO_3,5.274104964231766,D
ASV_104,T0_D_HOMO_4,5.2741049642317686,D
ASV_104,T0_D_HOMO_5,5.2741049642317686,D
ASV_104,T0_H_HOMO_1,5.2741049642317686,H
ASV_104,T0_H_HOMO_2,5.274104964231766,H
ASV_104,T0_H_HOMO_3,5.2741049642317686,H
ASV_104,T0_H_HOMO_4,5.2741049642317686,H
ASV_104,T0_H_HOMO_5,5.2741049642317686,H
ASV_105,T0_D_HOMO_1,5.274104964231766,D
ASV_105,T0_D_HOMO_2,5.2741049642317686,D
ASV_105,T0_D_HOMO_3,5.274104964231766,D
ASV_105,T0_D_HOMO_4,8.673190145594603,D
ASV_105,T0_D_HOMO_5,5.2741049642317686,D
ASV_105,T0_H_HOMO_1,5.2741049642317686,H
ASV_105,T0_H_HOMO_2,5.274104964231766,H
ASV_105,T0_H_HOMO_3,5.2741049642317686,H
ASV_105,T0_H_HOMO_4,5.2741049642317686,H
ASV_105,T0_H_HOMO_5,5.2741049642317686,H
ASV_108,T0_D_HOMO_1,5.274104964231766,D
ASV_108,T0_D_HOMO_2,5.2741049642317686,D
ASV_108,T0_D_HOMO_3,5.274104964231766,D
ASV_108,T0_D_HOMO_4,5.2741049642317686,D
ASV_108,T0_D_HOMO_5,5.2741049642317686,D
ASV_108,T0_H_HOMO_1,5.2741049642317686,H
ASV_108,T0_H_HOMO_2,5.274104964231766,H
ASV_108,T0_H_HOMO_3,5.2741049642317686,H
ASV_108,T0_H_HOMO_4,5.2741049642317686,H
ASV_108,T0_H_HOMO_5,5.2741049642317686,H
ASV_111,T0_D_HOMO_1,5.274104964231766,D
ASV_111,T0_D_HOMO_2,5.2741049642317686,D
ASV_111,T0_D_HOMO_3,8.422427458788517,D
ASV_111,T0_D_HOMO_4,5.2741049642317686,D
ASV_111,T0_D_HOMO_5,5.2741049642317686,D
ASV_111,T0_H_HOMO_1,5.2741049642317686,H
ASV_111,T0_H_HOMO_2,5.274104964231766,H
ASV_111,T0_H_HOMO_3,5.2741049642317686,H
ASV_111,T0_H_HOMO_4,5.2741049642317686,H
ASV_111,T0_H_HOMO_5,5.2741049642317686,H
ASV_112,T0_D_HOMO_1,5.274104964231766,D
ASV_112,T0_D_HOMO_2,5.2741049642317686,D
ASV_112,T0_D_HOMO_3,7.576605417311576,D
ASV_112,T0_D_HOMO_4,5.2741049642317686,D
ASV_112,T0_D_HOMO_5,5.2741049642317686,D
ASV_112,T0_H_HOMO_1,5.2741049642317686,H
ASV_112,T0_H_HOMO_2,5.274104964231766,H
ASV_112,T0_H_HOMO_3,5.2741049642317686,H
ASV_112,T0_H_HOMO_4,5.2741049642317686,H
ASV_112,T0_H_HOMO_5,5.2741049642317686,H
ASV_116,T0_D_HOMO_1,5.274104964231766,D
ASV_116,T0_D_HOMO_2,5.2741049642317686,D
ASV_116,T0_D_HOMO_3,5.274104964231766,D
ASV_116,T0_D_HOMO_4,5.2741049642317686,D
ASV_116,T0_D_HOMO_5,5.2741049642317686,D
ASV_116,T0_H_HOMO_1,5.2741049642317686,H
ASV_116,T0_H_HOMO_2,5.274104964231766,H
ASV_116,T0_H_HOMO_3,9.866724567318705,H
ASV_116,T0_H_HOMO_4,10.814498962867964,H
ASV_116,T0_H_HOMO_5,9.528320681139943,H
ASV_117,T0_D_HOMO_1,5.274104964231766,D
ASV_117,T0_D_HOMO_2,5.2741049642317686,D
ASV_117,T0_D_HOMO_3,5.274104964231766,D
ASV_117,T0_D_HOMO_4,5.2741049642317686,D
ASV_117,T0_D_HOMO_5,5.2741049642317686,D
ASV_117,T0_H_HOMO_1,5.2741049642317686,H
ASV_117,T0_H_HOMO_2,5.274104964231766,H
ASV_117,T0_H_HOMO_3,5.2741049642317686,H
ASV_117,T0_H_HOMO_4,5.2741049642317686,H
ASV_117,T0_H_HOMO_5,5.2741049642317686,H
ASV_118,T0_D_HOMO_1,5.274104964231766,D
ASV_118,T0_D_HOMO_2,5.2741049642317686,D
ASV_118,T0_D_HOMO_3,5.274104964231766,D
ASV_118,T0_D_HOMO_4,9.603138373681155,D
ASV_118,T0_D_HOMO_5,5.2741049642317686,D
ASV_118,T0_H_HOMO_1,5.2741049642317686,H
ASV_118,T0_H_HOMO_2,5.274104964231766,H
ASV_118,T0_H_HOMO_3,5.2741049642317686,H
ASV_118,T0_H_HOMO_4,5.2741049642317686,H
ASV_118,T0_H_HOMO_5,10.490016104962399,H
ASV_119,T0_D_HOMO_1,5.274104964231766,D
ASV_119,T0_D_HOMO_2,5.2741049642317686,D
ASV_119,T0_D_HOMO_3,5.274104964231766,D
ASV_119,T0_D_HOMO_4,5.2741049642317686,D
ASV_119,T0_D_HOMO_5,5.2741049642317686,D
ASV_119,T0_H_HOMO_1,12.856853146107103,H
ASV_119,T0_H_HOMO_2,11.317707528683282,H
ASV_119,T0_H_HOMO_3,12.293632315440439,H
ASV_119,T0_H_HOMO_4,11.072357570808364,H
ASV_119,T0_H_HOMO_5,11.788463584582201,H
ASV_121,T0_D_HOMO_1,5.274104964231766,D
ASV_121,T0_D_HOMO_2,5.2741049642317686,D
ASV_121,T0_D_HOMO_3,5.274104964231766,D
ASV_121,T0_D_HOMO_4,8.673190145594603,D
ASV_121,T0_D_HOMO_5,5.2741049642317686,D
ASV_121,T0_H_HOMO_1,5.2741049642317686,H
ASV_121,T0_H_HOMO_2,5.274104964231766,H
ASV_121,T0_H_HOMO_3,5.2741049642317686,H
ASV_121,T0_H_HOMO_4,5.2741049642317686,H
ASV_121,T0_H_HOMO_5,5.2741049642317686,H
ASV_122,T0_D_HOMO_1,8.858867887034027,D
ASV_122,T0_D_HOMO_2,7.405640071026286,D
ASV_122,T0_D_HOMO_3,9.338684432988966,D
ASV_122,T0_D_HOMO_4,5.2741049642317686,D
ASV_122,T0_D_HOMO_5,9.640481188604285,D
ASV_122,T0_H_HOMO_1,9.601113462998503,H
ASV_122,T0_H_HOMO_2,10.227523472511338,H
