sample_id,time,exposure,tank,genotype,final_disease_state,disease_state,asv_names,value,fragment_id,D,H,T3,T7,Class,Order,Family,Genus,Species
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1719,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,lacuscaerulensis
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1747,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1798,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1799,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1801,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1803,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1829,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1854,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1877,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1901,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1904,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1906,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1927,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,isoporae
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1956,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1958,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_1959,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2107,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2109,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2110,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2111,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,pomeroyi
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2112,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2113,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2142,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2145,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2178,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2181,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2184,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2219,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2259,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2298,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2299,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2302,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2335,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2371,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2538,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2542,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,ethanolicus
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2591,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,coralli
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2695,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2763,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_2893,7.033438502322859,DD2M7D,TRUE,TRUE,TRUE,TRUE,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_3292,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
T3_D_D2_M7,T3,D,D2,M7,D,H,ASV_3685,7.033438502322859,DD2M7D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,phyci
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_1,19.573989396240492,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_2,16.712845474826075,DD2U11D,TRUE,TRUE,TRUE,TRUE,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_3,9.766356545306751,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_4,17.394394004495325,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_5,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_6,9.286013460477763,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_7,8.56084072651332,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_8,12.675829321756098,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,mediterranea
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_9,9.286013460477763,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_10,10.859085908931341,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_11,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_12,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_13,12.878423953629557,DD2U11D,TRUE,TRUE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_14,14.241406685112192,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_16,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_18,11.903307249386259,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_20,10.859085908931341,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_22,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_23,10.413796061092583,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_25,8.56084072651332,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,shioyasakiensis
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_26,11.038955678669698,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,lacuscaerulensis
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_27,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_28,8.56084072651332,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_29,13.741439029379084,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_33,9.286013460477763,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_35,12.374567645829444,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_36,10.653553137992434,DD2U11D,TRUE,TRUE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_38,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_40,9.286013460477763,DD2U11D,TRUE,TRUE,TRUE,TRUE,Campylobacteria,Campylobacterales,Helicobacteraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_41,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_42,8.56084072651332,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_43,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_44,12.675829321756098,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_45,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_46,8.56084072651332,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_48,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_49,11.593661688150725,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_51,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_52,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_53,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_55,8.56084072651332,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_59,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_60,9.766356545306751,DD2U11D,TRUE,TRUE,TRUE,TRUE,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_64,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_66,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,fortis
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_67,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_69,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_70,8.56084072651332,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_71,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_72,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_73,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_76,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,coralliilyticus
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_77,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_80,10.12609456353024,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_82,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_83,9.286013460477763,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_84,9.286013460477763,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_85,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_86,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_88,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_90,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_91,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_94,9.286013460477763,DD2U11D,TRUE,FALSE,TRUE,TRUE,Oligoflexia,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_96,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_98,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_99,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudoteredinibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_100,11.993329611681373,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_101,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_102,9.766356545306751,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_103,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_104,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_108,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_109,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_110,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_115,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_117,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_122,10.12609456353024,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_123,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_129,7.0334385023228565,DD2U11D,TRUE,TRUE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,mediterranea
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_134,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Polyangia,Nannocystales,Nannocystaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_135,10.653553137992434,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_142,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_144,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_149,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,hispanicus
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_150,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_153,8.56084072651332,DD2U11D,TRUE,TRUE,TRUE,TRUE,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_161,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
T3_D_D2_U11,T3,D,D2,U11,D,H,ASV_163,7.0334385023228565,DD2U11D,TRUE,FALSE,TRUE,TRUE,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,NA
